Equipment No,Move Date,Time,LCN/Depot,prev_status,F.E,Move Date,Time,LCN/Depot,next_status,F.E
CXRU1375075,20180827,0,BDCGP/CPA,OH,E,20180909,0,BDCGP/CPA,TE,E
CXRU1375075,20180909,0,BDCGP/CPA,TE,E,20180909,850,BDCGP/CPA,VE,E
CXRU1375075,20180909,850,BDCGP/CPA,VE,E,20180913,2304,SGSIN/PSA,TE,E
CXRU1375075,20180913,2304,SGSIN/PSA,TE,E,20180918,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
CXRU1546835,20181108,0,BDCGP/CPA,OH,E,20181114,0,BDCGP/CPA,TE,E
CXRU1546835,20181114,0,BDCGP/CPA,TE,E,20181114,1300,BDCGP/CPA,VE,E
CXRU1546835,20181114,1300,BDCGP/CPA,VE,E,20181120,644,SGSIN/PSA,TE,E
CXRU1546835,20181120,644,SGSIN/PSA,TE,E,20181126,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
CXRU1597426,20181108,0,BDCGP/CPA,OH,E,20181114,0,BDCGP/CPA,TE,E
CXRU1597426,20181114,0,BDCGP/CPA,TE,E,20181114,1300,BDCGP/CPA,VE,E
CXRU1597426,20181114,1300,BDCGP/CPA,VE,E,20181120,127,SGSIN/PSA,TE,E
CXRU1597426,20181120,127,SGSIN/PSA,TE,E,20181126,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
DFOU6100182,20181114,0,BDCGP/CPA,OH,E,20181121,0,BDCGP/CPA,TE,E
DFOU6100182,20181121,0,BDCGP/CPA,TE,E,20181121,815,BDCGP/CPA,VE,E
DFOU6100182,20181121,815,BDCGP/CPA,VE,E,20181126,1429,SGSIN/PSA,TE,E
DFOU6100182,20181126,1429,SGSIN/PSA,TE,E,20181130,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
DFOU6113317,20181114,0,BDCGP/CPA,OH,E,20181121,0,BDCGP/CPA,TE,E
DFOU6113317,20181121,0,BDCGP/CPA,TE,E,20181121,815,BDCGP/CPA,VE,E
DFOU6113317,20181121,815,BDCGP/CPA,VE,E,20181126,1338,SGSIN/PSA,TE,E
DFOU6113317,20181126,1338,SGSIN/PSA,TE,E,20181130,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
DFOU6117210,20180827,0,BDCGP/CPA,OH,E,20180909,0,BDCGP/CPA,TE,E
DFOU6117210,20180909,0,BDCGP/CPA,TE,E,20180909,850,BDCGP/CPA,VE,E
DFOU6117210,20180909,850,BDCGP/CPA,VE,E,20180913,2304,SGSIN/PSA,TE,E
DFOU6117210,20180913,2304,SGSIN/PSA,TE,E,20180918,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
DFOU6125848,20181213,0,BDCGP/CPA,OH,E,20181219,0,BDCGP/CPA,TE,E
DFOU6125848,20181219,0,BDCGP/CPA,TE,E,20181219,640,BDCGP/CPA,VE,E
DFOU6125848,20181219,640,BDCGP/CPA,VE,E,20181227,5,SGSIN/PSA,TE,E
DFOU6125848,20181227,5,SGSIN/PSA,TE,E,20181230,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
DFOU6138790,20181114,0,BDCGP/CPA,OH,E,20181121,0,BDCGP/CPA,TE,E
DFOU6138790,20181121,0,BDCGP/CPA,TE,E,20181121,815,BDCGP/CPA,VE,E
DFOU6138790,20181121,815,BDCGP/CPA,VE,E,20181126,1249,SGSIN/PSA,TE,E
DFOU6138790,20181126,1249,SGSIN/PSA,TE,E,20181130,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
DFOU6143353,20181114,0,BDCGP/CPA,OH,E,20181121,0,BDCGP/CPA,TE,E
