Equipment No,Move Date,Time,LCN/Depot,prev_status,F.E,Move Date,Time,LCN/Depot,next_status,F.E
CICU5001536,20180523,1952,USLAX/APM,VE,E,20180624,1638,CNYTN/YTN,TE,E
CICU5001536,20180624,1638,CNYTN/YTN,TE,E,20180626,2400,CNYTN/OFD,FH,E
CICU5001536,20180626,2400,CNYTN/OFD,FH,E,20180626,26,CNYTN/OFD,OE,E
,,,,,,,,,,
CICU5001541,20180321,0,CNYTN/UNK,OH,E,20180321,1,CNYTN/YTN,SF,F
CICU5001541,20180321,1,CNYTN/YTN,SF,F,20180329,456,CNYTN/YTN,LF,F
CICU5001541,20180329,456,CNYTN/YTN,LF,F,20180401,1359,CNYTN/YTN,VF,F
CICU5001541,20180401,1359,CNYTN/YTN,VF,F,20180417,1549,USLAX/APM,DF,F
CICU5001541,20180417,1549,USLAX/APM,DF,F,20180420,1338,USLAX/APM,CF,F
CICU5001541,20180420,1338,USLAX/APM,CF,F,20180423,856,USLAX/APM,TE,E
CICU5001541,20180423,856,USLAX/APM,TE,E,20180426,14,USLAX/APM,VE,E
CICU5001541,20180426,14,USLAX/APM,VE,E,20180527,1118,CNYTN/YTN,TE,E
CICU5001541,20180527,1118,CNYTN/YTN,TE,E,20180530,2400,CNYTN/UNK,FH,E
CICU5001541,20180530,2400,CNYTN/UNK,FH,E,20180530,202,CNYTN/OFD,OE,E
,,,,,,,,,,
CICU5001958,20180401,0,CNYTN/UNK,OH,E,20180405,1420,CNYTN/YTN,LF,F
CICU5001958,20180405,1420,CNYTN/YTN,LF,F,20180408,1414,CNYTN/YTN,VF,F
CICU5001958,20180408,1414,CNYTN/YTN,VF,F,20180425,2056,USLAX/APM,DF,F
CICU5001958,20180425,2056,USLAX/APM,DF,F,20180426,2228,USLAX/APM,CF,F
CICU5001958,20180426,2228,USLAX/APM,CF,F,20180430,1222,USLAX/APM,TE,E
CICU5001958,20180430,1222,USLAX/APM,TE,E,20180503,1558,USLAX/APM,VE,E
CICU5001958,20180503,1558,USLAX/APM,VE,E,20180603,1544,CNYTN/YTN,TE,E
CICU5001958,20180603,1544,CNYTN/YTN,TE,E,20180605,2400,CNYTN/UNK,FH,E
CICU5001958,20180605,2400,CNYTN/UNK,FH,E,20180605,704,CNYTN/OFD,OE,E
,,,,,,,,,,
CICU5001963,20180319,0,CNYTN/UNK,OH,E,20180323,2336,CNYTN/YTN,LF,F
CICU5001963,20180323,2336,CNYTN/YTN,LF,F,20180325,1759,CNYTN/YTN,VF,F
CICU5001963,20180325,1759,CNYTN/YTN,VF,F,20180410,1149,USLAX/APM,DF,F
CICU5001963,20180410,1149,USLAX/APM,DF,F,20180413,1103,USLAX/APM,CF,F
CICU5001963,20180413,1103,USLAX/APM,CF,F,20180416,957,USLAX/APM,TE,E
CICU5001963,20180416,957,USLAX/APM,TE,E,20180420,32,USLAX/APM,VE,E
CICU5001963,20180420,32,USLAX/APM,VE,E,20180520,1050,CNYTN/YTN,TE,E
CICU5001963,20180520,1050,CNYTN/YTN,TE,E,20180522,2400,CNYTN/UNK,FH,E
CICU5001963,20180522,2400,CNYTN/UNK,FH,E,20180522,157,CNYTN/OFD,OE,E
,,,,,,,,,,
CICU5002070,20180416,0,CNYTN/UNK,OH,E,20180416,1,CNYTN/YTN,SF,F
CICU5002070,20180416,1,CNYTN/YTN,SF,F,20180420,645,CNYTN/YTN,LF,F
CICU5002070,20180420,645,CNYTN/YTN,LF,F,20180422,2235,CNYTN/YTN,VF,F
CICU5002070,20180422,2235,CNYTN/YTN,VF,F,20180508,1343,USLAX/APM,DF,F
CICU5002070,20180508,1343,USLAX/APM,DF,F,20180509,2048,USLAX/APM,CF,F
CICU5002070,20180509,2048,USLAX/APM,CF,F,20180515,1525,USLAX/APM,TE,E
CICU5002070,20180515,1525,USLAX/APM,TE,E,20180523,1952,USLAX/APM,VE,E
CICU5002070,20180523,1952,USLAX/APM,VE,E,20180624,1644,CNYTN/YTN,TE,E
CICU5002070,20180624,1644,CNYTN/YTN,TE,E,20180625,2125,CNYTN/OFD,OE,E
CICU5002070,20180625,2125,CNYTN/OFD,OE,E,20180626,2400,CNYTN/OFD,FH,E
,,,,,,,,,,
CICU5002300,20180423,0,CNYTN/UNK,OH,E,20180423,1,CNYTN/YTN,SF,F
